ID,Item,Company,Quantity,Currency,Conversion Rate,ID (Items),Item Code (Items),Qty (Items),Rate (Items),UOM (Items)
,,,,,,1tnh885l9p,A4 Size Plain Sheets (25 sheets),1,18.64,Nos
BOM-WNJKBundle 13 Notebook-001,WNJKBundle 13 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,ut45ga862h,WM Crown 200 pages Single ruled,2,42,Nos
,,,,,,ut4f1a3qi1,WM Crown 200 pages Single ruled,2,42,Nos
,,,,,,ut4o65u5e8,WM Crown 200 pages Single ruled,1,42,Nos
,,,,,,ut42s8hgrl,WM Crown 200 pages Single ruled,3,42,Nos
,,,,,,ut4ptc88t4,WM Crown 200 pages Single ruled,3,42,Nos
,,,,,,ut4pndjpha,WM Crown 200 pages Single ruled,1,42,Nos
,,,,,,ut4q4psq0v,WM Long 50 Pages Graph Book,1,33,Nos
,,,,,,ut47khha5f,200 Pages OSR Single Ruled Record Book,1,76,Nos
,,,,,,ut48srfrdc,200 Pages OSR Single Ruled Record Book,1,76,Nos
,,,,,,ut4i81ofpu,WM 100 Pages OSR Single Ruled Record Book,1,54,Nos
,,,,,,ut4b471a1m,WM 100 Pages OSR Single Ruled Record Book,1,54,Nos
,,,,,,ut4o7gooe4,WM Crown 100 pages Plain Book,1,24,Nos
BOM-TSUS MagicBox Girls Grade 12-001,TSUS MagicBox Girls Grade 12,Inventre Edu Services Pvt Ltd,1,INR,1,bn94ugki5k,TSUS Book Set Grade 12,1,0,Nos
,,,,,,bn98pmu3e4,Stripe Shirt,2,0,Nos
,,,,,,bn928agip5,Girls Pant,2,0,Nos
,,,,,,bn99ruhv6p,Sports Polo,1,0,Nos
,,,,,,bn9okc06s6,Track Pant,1,0,Nos
,,,,,,bn9oinlp7l,TSUSC1DS,3,0,Nos
,,,,,,bn904roejc,TSUSC1DV,1,0,Nos
,,,,,,bn9f1tfa4d,Navy and Red Bag L,1,0,Nos
,,,,,,bn9goebci8,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 12-001,TSUS MagicBox Boys Grade 12,Inventre Edu Services Pvt Ltd,1,INR,1,7lksp0a39v,TSUS Book Set Grade 12,1,0,Nos
,,,,,,7lkgerkqor,Stripe Shirt,2,0,Nos
,,,,,,7lkhucu1n1,Boys Pant,2,0,Nos
,,,,,,7lkci98sjq,Sports Polo,1,0,Nos
,,,,,,7lkun4851m,Track Pant,1,0,Nos
,,,,,,7lklopp14g,TSUSC1DS,3,0,Nos
,,,,,,7lktjoa128,TSUSC1DV,1,0,Nos
,,,,,,7lkf6oorsl,Navy and Red Bag L,1,0,Nos
,,,,,,7lkm9e4gb3,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 7-001,TSUS MagicBox Girls Grade 7,Inventre Edu Services Pvt Ltd,1,INR,1,t04leru4q4,TSUSC7F10$$$$$,1,0,Nos
,,,,,,t04heljn0t,Stripe Shirt,2,0,Nos
,,,,,,t04te9qo9l,Girls Pant,2,0,Nos
,,,,,,t04vcgubef,Sports Polo,1,0,Nos
,,,,,,t04rn368qj,Track Pant,1,0,Nos
,,,,,,t04d6beaah,TSUSC1DS,3,0,Nos
,,,,,,t04ovinbgq,TSUSC1DV,1,0,Nos
,,,,,,t04igv6bcn,Navy and Red Bag L,1,0,Nos
,,,,,,t046umkjor,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 7-001,TSUS MagicBox Boys Grade 7,Inventre Edu Services Pvt Ltd,1,INR,1,qpu3koikes,TSUSC7F10$$$$$,1,0,Nos
,,,,,,qpufdutfv8,Stripe Shirt,2,0,Nos
,,,,,,qpuuihiso4,Boys Pant,2,0,Nos
,,,,,,qpu93rdefl,Sports Polo,1,0,Nos
,,,,,,qpuksf31in,Track Pant,1,0,Nos
,,,,,,qpu99ohvd7,TSUSC1DS,3,0,Nos
,,,,,,qpukj3ps43,TSUSC1DV,1,0,Nos
,,,,,,qpuodnc3h7,Navy and Red Bag L,1,0,Nos
,,,,,,qpuj9av8g3,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 6-001,TSUS MagicBox Girls Grade 6,Inventre Edu Services Pvt Ltd,1,INR,1,qdg507tjbt,TSUSC7F9$$$$$$,1,0,Nos
,,,,,,qdg9air44d,Stripe Shirt,2,0,Nos
,,,,,,qdg2e86q23,Navy Skirt,2,0,Nos
,,,,,,qdgke8ptpo,Sports Polo,1,0,Nos
,,,,,,qdgj0jp5a1,Track Pant,1,0,Nos
,,,,,,qdgmfq0jld,TSUSC1DS,3,0,Nos
,,,,,,qdg15niv9p,TSUSC1DV,1,0,Nos
,,,,,,qdg6krnhg9,Navy and Red Bag M,1,0,Nos
,,,,,,qdgk3amcvl,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 8-001,TSUS MagicBox Girls Grade 8,Inventre Edu Services Pvt Ltd,1,INR,1,oe3u4g9oj6,TSUSC7F11$$$$$,1,0,Nos
,,,,,,oe3om0lgip,Stripe Shirt,2,0,Nos
,,,,,,oe3rr0mpa8,Girls Pant,2,0,Nos
,,,,,,oe3fkc7qcj,Sports Polo,1,0,Nos
,,,,,,oe3fado9cb,Track Pant,1,0,Nos
,,,,,,oe31h0brn5,TSUSC1DS,3,0,Nos
,,,,,,oe37hch5v9,TSUSC1DV,1,0,Nos
,,,,,,oe3qq7d5rb,Navy and Red Bag L,1,0,Nos
,,,,,,oe3fnqlns1,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 6-001,TSUS MagicBox Boys Grade 6,Inventre Edu Services Pvt Ltd,1,INR,1,odngsdbq04,TSUSC7F9$$$$$$,1,0,Nos
,,,,,,odnh447k66,Stripe Shirt,2,0,Nos
,,,,,,odn4uv4enj,Navy Halfpants,2,0,Nos
,,,,,,odnt6donlq,Sports Polo,1,0,Nos
,,,,,,odnf878qs4,Track Pant,1,0,Nos
,,,,,,odn22lgpk9,TSUSC1DS,3,0,Nos
,,,,,,odnn230lf4,TSUSC1DV,1,0,Nos
,,,,,,odnuorde13,Navy and Red Bag M,1,0,Nos
,,,,,,odnlsueqmh,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 5-001,TSUS MagicBox Girls Grade 5,Inventre Edu Services Pvt Ltd,1,INR,1,mjsut9nok3,TSUSC7F8$$$$$$,1,0,Nos
,,,,,,mjs6qh9pr2,Stripe Shirt,2,0,Nos
,,,,,,mjsksts19q,Navy Skirt,2,0,Nos
,,,,,,mjsfde9p9i,Sports Polo,1,0,Nos
,,,,,,mjsu498nkt,Track Pant,1,0,Nos
,,,,,,mjsoe30e71,TSUSC1DS,3,0,Nos
,,,,,,mjsovcfdr8,TSUSC1DV,1,0,Nos
,,,,,,mjsjt8vi21,Navy and Red Bag M,1,0,Nos
,,,,,,mjspk9hoq7,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 8-001,TSUS MagicBox Boys Grade 8,Inventre Edu Services Pvt Ltd,1,INR,1,mbgqq02j0k,TSUSC7F11$$$$$,1,0,Nos
,,,,,,mbgebn4ph4,Stripe Shirt,2,0,Nos
,,,,,,mbgbh5dckr,Boys Pant,2,0,Nos
,,,,,,mbgso8ttg8,Sports Polo,1,0,Nos
,,,,,,mbg587oa3p,Track Pant,1,0,Nos
,,,,,,mbg32eugjv,TSUSC1DS,3,0,Nos
,,,,,,mbg6bcqm2m,TSUSC1DV,1,0,Nos
,,,,,,mbg0v5vjr6,Navy and Red Bag L,1,0,Nos
,,,,,,mbgq3gt8vr,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 5-001,TSUS MagicBox Boys Grade 5,Inventre Edu Services Pvt Ltd,1,INR,1,knsmtgq083,TSUSC7F8$$$$$$,1,0,Nos
,,,,,,knsq3p0tqj,Stripe Shirt,2,0,Nos
,,,,,,knsh6mnn95,Navy Halfpants,2,0,Nos
,,,,,,kns7nugnbg,Sports Polo,1,0,Nos
,,,,,,knsa1cl3m1,Track Pant,1,0,Nos
,,,,,,knskd5r9hr,TSUSC1DS,3,0,Nos
,,,,,,knsp32qctn,TSUSC1DV,1,0,Nos
,,,,,,knsorcfg77,Navy and Red Bag M,1,0,Nos
,,,,,,knskap8s5c,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 4-001,TSUS MagicBox Girls Grade 4,Inventre Edu Services Pvt Ltd,1,INR,1,i4g382mqik,TSUSC7F7$$$$$$,1,0,Nos
,,,,,,i4glg8q3lv,Stripe Shirt,2,0,Nos
,,,,,,i4g0n58gsp,Navy Skirt,2,0,Nos
,,,,,,i4grsekq1a,Sports Polo,1,0,Nos
,,,,,,i4gcb47i75,Track Pant,1,0,Nos
,,,,,,i4g7jo929o,TSUSC1DS,3,0,Nos
,,,,,,i4gu984oaf,TSUSC1DV,1,0,Nos
,,,,,,i4gv07u0q4,Navy and Red Bag M,1,0,Nos
,,,,,,i4gp95hlmk,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 9-001,TSUS MagicBox Girls Grade 9,Inventre Edu Services Pvt Ltd,1,INR,1,g836e84hqv,TSUSC7F12$$$$$,1,0,Nos
,,,,,,g830c92740,Stripe Shirt,2,0,Nos
,,,,,,g830hj5q1o,Girls Pant,2,0,Nos
,,,,,,g83kpu09aj,Sports Polo,1,0,Nos
,,,,,,g831pge0d9,Track Pant,1,0,Nos
,,,,,,g83tpm1g3k,TSUSC1DS,3,0,Nos
,,,,,,g831ugdop6,TSUSC1DV,1,0,Nos
,,,,,,g84tq8bep1,Navy and Red Bag L,1,0,Nos
,,,,,,g84gmca8i9,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 4-001,TSUS MagicBox Boys Grade 4,Inventre Edu Services Pvt Ltd,1,INR,1,g1gvisk3k9,TSUSC7F7$$$$$$,1,0,Nos
,,,,,,g1g7j6970b,Stripe Shirt,2,0,Nos
,,,,,,g1gpm16864,Navy Halfpants,2,0,Nos
,,,,,,g1guri41ng,Sports Polo,1,0,Nos
,,,,,,g1ga5s8pe3,Track Pant,1,0,Nos
,,,,,,g1gkqu7427,TSUSC1DS,3,0,Nos
,,,,,,g1gtmvkl7l,TSUSC1DV,1,0,Nos
,,,,,,g1gt59v4rm,Navy and Red Bag M,1,0,Nos
,,,,,,g1gpueckg7,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 9-001,TSUS MagicBox Boys Grade 9,Inventre Edu Services Pvt Ltd,1,INR,1,dag0h3rvmj,TSUSC7F12$$$$$,1,0,Nos
,,,,,,dag21e0d91,Stripe Shirt,2,0,Nos
,,,,,,dag14vp1vt,Boys Pant,2,0,Nos
,,,,,,dag23muh4s,Sports Polo,1,0,Nos
,,,,,,dagqsi9cvu,Track Pant,1,0,Nos
,,,,,,dagt6jvkip,TSUSC1DS,3,0,Nos
,,,,,,dagqsjj3fa,TSUSC1DV,1,0,Nos
,,,,,,dagdvpe09b,Navy and Red Bag L,1,0,Nos
,,,,,,dagnd3sm4f,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 3-001,TSUS MagicBox Girls Grade 3,Inventre Edu Services Pvt Ltd,1,INR,1,d3fkdjmtup,TSUSC7F6$$$$$$,1,0,Nos
,,,,,,d3fgulatu1,Stripe Shirt,2,0,Nos
,,,,,,d3fabhai0e,Navy Skirt,2,0,Nos
,,,,,,d3f8hulm5h,Sports Polo,1,0,Nos
,,,,,,d3fm8la51g,Track Pant,1,0,Nos
,,,,,,d3f9kl6vbb,TSUSC1DS,3,0,Nos
,,,,,,d3f85m9om0,TSUSC1DV,1,0,Nos
,,,,,,d3fn9rvh69,Navy and Red Bag M,1,0,Nos
,,,,,,d3fusknt5v,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 10-001,TSUS MagicBox Girls Grade 10,Inventre Edu Services Pvt Ltd,1,INR,1,aj1u4ir7qv,TSUSC7F13$$$$$,1,0,Nos
,,,,,,aj174dc96d,Girls Pant,2,0,Nos
,,,,,,aj10bb8s5f,Stripe Shirt,2,0,Nos
,,,,,,aj18tkc3qb,Sports Polo,1,0,Nos
,,,,,,aj1qdmaorh,Track Pant,1,0,Nos
,,,,,,aj1tkq0rki,TSUSC1DS,3,0,Nos
,,,,,,aj1pe4g4fc,TSUSC1DV,1,0,Nos
,,,,,,aj1v72k6rc,TSUSC1EY,1,0,Nos
,,,,,,aj1c907806,Navy and Red Bag L,1,0,Nos
BOM-TSUS MagicBox Boys Grade 3-001,TSUS MagicBox Boys Grade 3,Inventre Edu Services Pvt Ltd,1,INR,1,a30c81vr9j,TSUSC7F6$$$$$$,1,0,Nos
,,,,,,a305v2irgh,Stripe Shirt,2,0,Nos
,,,,,,a30uobm7kt,Navy Halfpants,2,0,Nos
,,,,,,a30pkk7tqo,Sports Polo,1,0,Nos
,,,,,,a30cp9debu,Track Pant,1,0,Nos
,,,,,,a301hrncto,TSUSC1DS,3,0,Nos
,,,,,,a309hhgfkr,TSUSC1DV,1,0,Nos
,,,,,,a30fi1jnk3,Navy and Red Bag M,1,0,Nos
,,,,,,a30ghc30im,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 2-001,TSUS MagicBox Girls Grade 2,Inventre Edu Services Pvt Ltd,1,INR,1,5689361tcb,TSUSC7F5$$$$$$,1,0,Nos
,,,,,,568h3f5c33,Stripe Shirt,2,0,Nos
,,,,,,568uhamrv1,Navy Skirt,2,0,Nos
,,,,,,5688ektio8,Sports Polo,1,0,Nos
,,,,,,5689m1erij,Track Pant,1,0,Nos
,,,,,,5684t4st22,TSUSC1DS,3,0,Nos
,,,,,,5683nab519,TSUSC1DV,1,0,Nos
,,,,,,568higaqa7,Navy and Red Bag M,1,0,Nos
,,,,,,568daqb3dg,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 10-001,TSUS MagicBox Boys Grade 10,Inventre Edu Services Pvt Ltd,1,INR,1,4nte0kpg31,TSUSC7F13$$$$$,1,0,Nos
,,,,,,4nt1536ar8,Stripe Shirt,2,0,Nos
,,,,,,4nt8det7qn,Sports Polo,1,0,Nos
,,,,,,4nt0robkce,Track Pant,1,0,Nos
,,,,,,4nt94fbp5d,TSUSC1DS,3,0,Nos
,,,,,,4nttj2smor,TSUSC1DV,1,0,Nos
,,,,,,4ntnltc0iq,TSUSC1EY,1,0,Nos
,,,,,,5rk7e8117g,Boys Pant,2,0,Nos
,,,,,,7s1udh1jbs,Navy and Red Bag L,1,0,Nos
BOM-TSUS MagicBox Boys Grade 2-001,TSUS MagicBox Boys Grade 2,Inventre Edu Services Pvt Ltd,1,INR,1,t55s247nht,TSUSC7F5$$$$$$,1,0,Nos
,,,,,,t5538e913r,Stripe Shirt,2,0,Nos
,,,,,,t55fdf1sop,Navy Halfpants,2,0,Nos
,,,,,,t557411jcv,Sports Polo,1,0,Nos
,,,,,,t55hhmoqoh,Track Pant,1,0,Nos
,,,,,,t5549ij9j6,TSUSC1DS,3,0,Nos
,,,,,,t5542tecul,TSUSC1DV,1,0,Nos
,,,,,,t551tm3alu,Navy and Red Bag M,1,0,Nos
,,,,,,t55gne1ibt,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Girls Grade 1-001,TSUS MagicBox Girls Grade 1,Inventre Edu Services Pvt Ltd,1,INR,1,oukq7viqou,TSUSC7F4$$$$$$,1,0,Nos
,,,,,,oukutfihbg,Stripe Shirt,2,0,Nos
,,,,,,oukpu4rv58,Navy Skirt,2,0,Nos
,,,,,,ouk8bn5o3l,Sports Polo,1,0,Nos
,,,,,,oukcm6iqn9,Track Pant,1,0,Nos
,,,,,,ouk9gk2kue,TSUSC1DS,3,0,Nos
,,,,,,ouko9kc56l,TSUSC1DV,1,0,Nos
,,,,,,ouki5sahs3,Navy and Red Bag M,1,0,Nos
,,,,,,ouklkk9f86,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Boys Grade 1-001,TSUS MagicBox Boys Grade 1,Inventre Edu Services Pvt Ltd,1,INR,1,jspndpr5cm,TSUSC7F4$$$$$$,1,0,Nos
,,,,,,jspdlsnrqv,Stripe Shirt,2,0,Nos
,,,,,,jsp0g7i3o0,Navy Halfpants,2,0,Nos
,,,,,,jspdftpbdt,Sports Polo,1,0,Nos
,,,,,,jspman85id,Track Pant,1,0,Nos
,,,,,,jsp5u0i45n,TSUSC1DS,3,0,Nos
,,,,,,jspvth1nno,TSUSC1DV,1,0,Nos
,,,,,,jspjvtn255,Navy and Red Bag M,1,0,Nos
,,,,,,jspthmgt74,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Unisex Grade SKG-001,TSUS MagicBox Unisex Grade SKG,Inventre Edu Services Pvt Ltd,1,INR,1,chb22vr9mn,TSUSC7F3$$$$$$,1,0,Nos
,,,,,,chb6thvlda,Navy Halfpants,2,0,Nos
,,,,,,chba00vshg,Sports Polo,2,0,Nos
,,,,,,chbbb5pdvn,TSUSC1DS,3,0,Nos
,,,,,,chblv3r546,TSUSC1DV,1,0,Nos
,,,,,,chb9t7uqg4,Navy and Red Bag S,1,0,Nos
,,,,,,chbrcb7u4u,TSUSC1EY,1,0,Nos
BOM-TSUS MagicBox Unisex Grade JKG-001,TSUS MagicBox Unisex Grade JKG,Inventre Edu Services Pvt Ltd,1,INR,1,9m4a5gi0cg,TSUSC7F2$$$$$$,1,0,Nos
,,,,,,9m4tn485cs,Navy Halfpants,2,0,Nos
,,,,,,9m45af6179,Sports Polo,2,0,Nos
,,,,,,9m41uogsb3,TSUSC1DS,3,0,Nos
,,,,,,9m44p9cb71,TSUSC1DV,1,0,Nos
,,,,,,9m4lj4v6ge,TSUSC1EY,1,0,Nos
,,,,,,dbin8k4rkg,Navy and Red Bag S,1,0,Nos
BOM-TSUS Book Set Grade 12 Mandate-001,TSUS Book Set Grade 12 Mandate,Inventre Edu Services Pvt Ltd,1,INR,1,d9j62m0t1l,Main Textbook- Flamingo,1,0,Nos
,,,,,,d9j81mnia7,Supplementary- Vistas,1,0,Nos
,,,,,,d9jovmavqk,Orange 200 Pages Single Line Register,2,0,Nos
,,,,,,d9j6knvc37,Folder for Worksheets and practice papers,1,0,Nos
,,,,,,d9jnre7l3t,A/4 503 -2D Ring binder 25 mm capacity,1,0,Nos
,,,,,,d9j66lbfmn,Button File,1,0,Nos
,,,,,,d9jr6evgjb,TSUS Almanac,1,0,Nos
,,,,,,d9jrc2rs2o,TSUS Year Planner,1,0,Nos
,,,,,,d9jdk48vtn,TSUS ID Card,1,0,Nos
BOM-TSUS Book Set Grade 12 Elective Subject Psychology-001,TSUS Book Set Grade 12 Elective Subject Psychology,Inventre Edu Services Pvt Ltd,1,INR,1,ar26ahc894,Psychology Class 12,1,0,Nos
,,,,,,ar2m5jk491,Blue 200 Pages Single Line Register,1,0,Nos
BOM-TSUS Book Set Grade 12 Elective Subject Informatics Practices-001,TSUS Book Set Grade 12 Elective Subject Informatics Practices,Inventre Edu Services Pvt Ltd,1,INR,1,8k9906m535,Informatics Practices for Grade 12,1,0,Nos
,,,,,,8k9fr280k3,Informatics Practices with Python - Preeti Arora,1,0,Nos
,,,,,,8k961ajfi0,Grey Crown 100 Pages Single Line,1,0,Nos
,,,,,,8k9md0ttfd,Grey Crown 100 Pages single Line Interleaved,1,0,Nos
,,,,,,8k964dnq3i,Grey 200 Pages Single Line Register,1,0,Nos
,,,,,,8k9v565v8e,IP Record Book,1,0,Nos
,,,,,,8k9i181q09,80- pages Practical File (template shared by SEL),1,0,Nos
BOM-TSUS Book Set Grade 12 Elective Subject Health & Phy Education-001,TSUS Book Set Grade 12 Elective Subject Health & Phy Education,Inventre Edu Services Pvt Ltd,1,INR,1,r7qfh9ccns,Health & Physical Education Textbook,1,0,Nos
,,,,,,r7qvi38cd5,Lab Manual,1,0,Nos
,,,,,,r7qfm1s2st,Orange 200 Pages Single Line Register,1,0,Nos
,,,,,,r7qnqlrn3n,PET Record Notebook,1,0,Nos
BOM-TSUS Book Set Grade 12 Elective Subject Fine Arts-001,TSUS Book Set Grade 12 Elective Subject Fine Arts,Inventre Edu Services Pvt Ltd,1,INR,1,orfqk4qqb2,50 page A3 Size watercolour,1,0,Nos
,,,,,,orfh9ca50m,A4 Size Drawing,1,0,Nos
,,,,,,orf5o9v3oo,An Introduction to India Art -II,1,0,Nos
BOM-TSUS Book Set Grade 12 Elective Subject Entrepreneurship-001,TSUS Book Set Grade 12 Elective Subject Entrepreneurship,Inventre Edu Services Pvt Ltd,1,INR,1,kfvor37e4k,Entrepreneurship XII,1,0,Nos
,,,,,,kfv92ipk4a,(Reference) Entrepreneurship XII,1,0,Nos
,,,,,,kfv6n7u721,Orange 200 Pages Single Line Register,2,0,Nos
BOM-TSUS Book Set Grade 12 Elective Subject Computer Science-001,TSUS Book Set Grade 12 Elective Subject Computer Science,Inventre Edu Services Pvt Ltd,1,INR,1,ipa2bd5s8a,Computer Science for Grade 12,1,0,Nos
,,,,,,ipan923cik,Computer Sciene with Python Grade 12 - Preeti Arora,1,0,Nos
,,,,,,ipa7mnrds5,Grey Crown 100 Pages Single Line,1,0,Nos
,,,,,,ipa4aq9998,Grey Crown 100 Pages single Line Interleaved,1,0,Nos
,,,,,,ipani0vthq,Grey 200 Pages Single Line Register,1,0,Nos
,,,,,,ipa538vbi1,Comp Sci Record Book,1,0,Nos
,,,,,,ipa0cebat8,80- pages Practical File (template shared by SEL),1,0,Nos
BOM-TSUS Book Set Grade 12 Core Physics Chemistry Maths-001,TSUS Book Set Grade 12 Core Physics Chemistry Maths,Inventre Edu Services Pvt Ltd,1,INR,1,ftvpj73pc7,Blue 200 Pages Single Line Register,2,0,Nos
,,,,,,ftvh1a6l04,200 Pages Physics Record Book with graph sheets,1,0,Nos
,,,,,,ftvjomeesr,Blue 100 Pages unruled observation notebook,1,0,Nos
,,,,,,ftvn3dp7n7,Chemistry Text for Class 12 – Part 1,1,0,Nos
,,,,,,ftvgio5384,Chemistry Text for Class 12 – Part 2,1,0,Nos
,,,,,,ftvgnmd65l,Comprehensive Lab Manual - Chemistry Class 12,1,0,Nos
,,,,,,ftvrp52012,80 pages Lab note book,1,0,Nos
,,,,,,ftvk0qiuud,Green 200 Pages Single Line Register,2,0,Nos
,,,,,,ftvpfcd2h5,250 Pages Chemistry Record Book,1,0,Nos
,,,,,,ftvkgnppbr,Green 100 Pages unruled observation notebook,1,0,Nos
,,,,,,ftv2sfsu9a,Mathematics Textbook for Class 12 Part I,1,0,Nos
,,,,,,ftv7o0l8j6,Mathematics Textbook for Class 12 Part II,1,0,Nos
,,,,,,ftv11gacmc,60 pages Maths Lab (with 5 graph pages),1,0,Nos
,,,,,,ftvms0imrc,Red 200 Pages Single Line Register,3,0,Nos
,,,,,,ftvlpnqi1f,50 Pages Graph notebook,1,0,Nos
,,,,,,ftv0bqb2ib,File cover and loose sheets interleaved (For Math Lab Activity file ),1,0,Nos
BOM-TSUS Book Set Grade 12 Core Physics Chemistry Biology-001,TSUS Book Set Grade 12 Core Physics Chemistry Biology,Inventre Edu Services Pvt Ltd,1,INR,1,bqdn1okkbn,PhysicsText for Class 12 – Part 1,1,0,Nos
,,,,,,bqdk2nh74k,PhysicsText for Class 12 – Part 2,1,0,Nos
,,,,,,bqd79ro5k4,Physics Lab Manual Class 12,1,0,Nos
,,,,,,bqdck9bslg,80 Pages Physics Experiment lab practical note book ( with 5 graph pages),1,0,Nos
,,,,,,bqdh6uldaf,Blue 200 Pages Single Line Register,2,0,Nos
,,,,,,bqdtcs1iua,200 Pages Physics Record Book with graph sheets,1,0,Nos
,,,,,,bqdmmdl0ah,Blue 100 Pages unruled observation notebook,1,0,Nos
,,,,,,bqdebpsnet,Chemistry Text for Class 12 – Part 1,1,0,Nos
,,,,,,bqd0sa3oov,Chemistry Text for Class 12 – Part 2,1,0,Nos
,,,,,,bqdsodr4kd,Comprehensive Lab Manual - Chemistry Class 12,1,0,Nos
,,,,,,bqderqo08i,80 pages Lab note book,1,0,Nos
,,,,,,bqdfbs05td,Green 200 Pages Single Line Register,2,0,Nos
,,,,,,bqdtd2ffo5,250 Pages Chemistry Record Book,1,0,Nos
,,,,,,bqdotg8suk,Green 100 Pages unruled observation notebook,1,0,Nos
,,,,,,bqd8ks6e89,Biology Text Book for class 12,1,0,Nos
,,,,,,bqdcbo0qfd,Biology Lab Manual Class 12,1,0,Nos
,,,,,,bqdtu1r9kv,Orange 200 Pages Single Line Register,2,0,Nos
,,,,,,bqdq5nvsfq,200 Pages Biology Record Book,1,0,Nos
BOM-TSUS Book Set Grade 12 Core Commerce-001,TSUS Book Set Grade 12 Core Commerce,Inventre Edu Services Pvt Ltd,1,INR,1,1msn803erh,Business Studies for Class 12 Part 1,1,0,Nos
,,,,,,1msjujjevg,Business Studies for Class 12 Part 2,1,0,Nos
,,,,,,1ms8p6vl95,Blue 200 Pages Single Line Register,8,0,Nos
,,,,,,1msf77n49d,Accounting for Not-for-Profit Organisations & Partnership Firms - TS Grewal,1,0,Nos
,,,,,,1mskgpeasp,Accounting for Companies - TS Grewal,1,0,Nos
,,,,,,1msgkjrov8,Analysis of Financial Statements - TS Grewal,1,0,Nos
,,,,,,1msid03698,Macro Economics for Class 12,1,0,Nos
,,,,,,1msj14nhuj,Introductory Macroeconomics - Sandeep Garg,1,0,Nos
,,,,,,1msou7u2hh,Indian Economic Development - Sandeep Garg,1,0,Nos
BOM-TSUS Book Set Grade 12 Core Humanities-001,TSUS Book Set Grade 12 Core Humanities,Inventre Edu Services Pvt Ltd,1,INR,1,tc5s89ih63,Politics In India Since Independence Class 12,1,0,Nos
,,,,,,tc5ipgf30i,Contemporary World Politics Class 12,1,0,Nos
,,,,,,tc5v3mltdi,Blue 200 Pages Single Line Register,6,0,Nos
,,,,,,tc5ngircar,India -People and Economy,1,0,Nos
,,,,,,tc5n4g623m,Fundamentals of Human Geography,1,0,Nos
,,,,,,tc5fvpnau5,Practical Work In Geography 2,1,0,Nos
,,,,,,tc545aa1h1,60 pages Lab note book with five graph pages,1,0,Nos
,,,,,,tc5n69nagt,200 Pages Geography Record Book,1,0,Nos
,,,,,,tc50q3rasd,"Themes in World History, Class XII - Part 1",1,0,Nos
,,,,,,tc5de228ep,"Themes in World History, Class XII - Part 2",1,0,Nos
,,,,,,tc585j2ogr,"Themes in World History, Class XII - Part 3",1,0,Nos
BOM-Bundle 9 Other-001,Bundle 9 Other,Inventre Edu Services Pvt Ltd,1,INR,1,4p7h6aqc52,TSUS Almanac,1,0,Nos
,,,,,,4p7q8tkrr6,TSUS Year Planner,1,0,Nos
,,,,,,4p7smlee9h,Packing & Transport,1,0,Nos
,,,,,,4p713c3hsl,TSUS ID Card,1,0,Nos
BOM-Bundle 13 Other-001,Bundle 13 Other,Inventre Edu Services Pvt Ltd,1,INR,1,2t3kmbupqh,TSUS Almanac,1,0,Nos
,,,,,,2t34artopu,TSUS Year Planner,1,0,Nos
,,,,,,2t3bcvrrp5,TSUS ID Card,1,0,Nos
,,,,,,2t3vqvs0h3,Packing & Transport,1,0,Nos
BOM-Bundle 13 Stationery-001,Bundle 13 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,242q9h9crt,Button File,1,0,Nos
,,,,,,242ii11mb0,A/4 503 -2D Ring binder 25 mm capacity,1,0,Nos
BOM-Bundle 3 Stationery-001,Bundle 3 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,tum2u1fd6h,"3 in One (English, Hindi 5 Lines, Maths) - Green Board",1,0,Nos
,,,,,,tumnjbb0dv,Small wooden duster,1,0,Nos
,,,,,,tumrio5d1p,Fabric apron and mat set,1,0,Nos
,,,,,,tumscaapbc,Trainagular oil pastels – set of 12 colours,1,0,Nos
